,subject_id,accuracy,object,response,true_value,environment_coded
19574,84793,1,object655.jpg,0.2,0.2,raw/volstab
19583,84793,0,object508.jpg,0.6,,raw/volstab
19589,84793,0,object409.jpg,0,0.4,raw/volstab
19682,71380,0,object575.jpg,0.4,0.6,raw/volstab
19724,71380,0,object242.jpg,0.6,0.8,raw/volstab
19748,71380,0,object438.jpg,1,0.6,raw/volstab
19766,71380,0,object524.jpg,0.2,0.0,raw/volstab
19793,71380,0,object174.jpg,0.8,0.4,raw/volstab
19808,71380,1,object268.jpg,1,1.0,raw/volstab
19814,71380,0,object588.jpg,0.2,0.4,raw/volstab
19844,71380,0,object411.jpg,0.4,0.2,raw/volstab
19862,71380,1,object123.jpg,1,1.0,raw/volstab
19871,71380,0,object284.jpg,1,,raw/volstab
19961,58558,1,object516.jpg,0.4,0.4,raw/volstab
19967,58558,0,object99.jpg,0.6,0.8,raw/volstab
20000,58558,0,object381.jpg,0.4,,raw/volstab
20003,58558,0,object427.jpg,0.2,0.0,raw/volstab
20009,58558,1,object586.jpg,1,1.0,raw/volstab
20024,58558,1,object251.jpg,0.4,0.4,raw/volstab
20039,58558,0,object71.jpg,0.2,0.4,raw/volstab
20042,58558,1,object92.jpg,0,0.0,raw/volstab
20048,58558,1,object595.jpg,0.8,0.8,raw/volstab
20051,58558,0,object526.jpg,0.2,0.0,raw/volstab
20054,58558,0,object20.jpg,0.4,0.6,raw/volstab
20060,58558,0,object642.jpg,0.4,1.0,raw/volstab
20063,58558,1,object510.jpg,0.8,0.8,raw/volstab
20075,58558,1,object464.jpg,0.6,0.6,raw/volstab
20078,58558,1,object373.jpg,1,1.0,raw/volstab
20102,58558,0,object406.jpg,0.6,0.2,raw/volstab
20105,58558,0,object350.jpg,0.4,0.2,raw/volstab
20111,58558,1,object308.jpg,1,1.0,raw/volstab
20192,68205,0,object577.jpg,0.2,0.0,raw/volstab
20231,68205,0,object272.jpg,0.2,0.0,raw/volstab
20240,68205,1,object260.jpg,0.2,0.2,raw/volstab
20258,68205,1,object23.jpg,1,1.0,raw/volstab
20318,68205,0,object501.jpg,0.2,1.0,raw/volstab
20339,68205,1,object552.jpg,0,0.0,raw/volstab
20411,42915,0,object597.jpg,0.4,0.2,raw/volstab
20420,42915,0,object214.jpg,0.4,0.0,raw/volstab
20441,42915,1,object660.jpg,0.6,0.6,raw/volstab
20462,42915,0,object286.jpg,1,0.2,raw/volstab
20465,42915,0,object278.jpg,0.8,0.6,raw/volstab
20468,42915,1,object509.jpg,0,0.0,raw/volstab
20477,42915,0,object412.jpg,0.2,,raw/volstab
20480,42915,0,object370.jpg,0.6,0.8,raw/volstab
20501,42915,1,object558.jpg,1,1.0,raw/volstab
20525,42915,1,object117.jpg,0.4,0.4,raw/volstab
20528,42915,0,object528.jpg,0.8,0.4,raw/volstab
20627,42915,0,object336.jpg,0.6,,raw/volstab
20648,21529,1,object160.jpg,0.6,0.6,raw/volstab
20654,21529,0,object596.jpg,0.4,0.6,raw/volstab
20657,21529,1,object610.jpg,0.2,0.2,raw/volstab
20666,21529,1,object340.jpg,1,1.0,raw/volstab
20669,21529,1,object610.jpg,0.2,0.2,raw/volstab
20678,21529,0,object364.jpg,0.6,0.4,raw/volstab
20687,21529,0,object250.jpg,0.2,0.6,raw/volstab
20693,21529,0,object137.jpg,0.4,0.0,raw/volstab
20702,21529,0,object645.jpg,0.4,0.0,raw/volstab
20705,21529,0,object364.jpg,0.6,0.4,raw/volstab
20708,21529,1,object88.jpg,1,1.0,raw/volstab
20711,21529,1,object571.jpg,1,1.0,raw/volstab
20726,21529,1,object542.jpg,0.4,0.4,raw/volstab
20729,21529,1,object162.jpg,0.8,0.8,raw/volstab
20744,21529,1,object208.jpg,0.2,0.2,raw/volstab
20759,21529,1,object621.jpg,1,1.0,raw/volstab
20810,21529,0,object35.jpg,0.2,0.8,raw/volstab
20882,60001,0,object120.jpg,0.6,0.8,raw/volstab
20906,60001,0,object90.jpg,0.8,0.4,raw/volstab
20909,60001,1,object385.jpg,0,0.0,raw/volstab
20912,60001,0,object90.jpg,0.8,0.4,raw/volstab
20924,60001,1,object216.jpg,1,1.0,raw/volstab
20930,60001,0,object187.jpg,1,0.8,raw/volstab
20975,60001,1,object177.jpg,1,1.0,raw/volstab
20984,60001,1,object399.jpg,0.6,0.6,raw/volstab
20996,60001,1,object306.jpg,0,0.0,raw/volstab
21002,60001,1,object571.jpg,0.2,0.2,raw/volstab
21005,60001,1,object37.jpg,0,0.0,raw/volstab
21017,60001,1,object201.jpg,0.4,0.4,raw/volstab
21026,60001,1,object371.jpg,0.4,0.4,raw/volstab
21032,60001,1,object37.jpg,0,0.0,raw/volstab
21038,60001,0,object122.jpg,1,0.2,raw/volstab
21041,60001,1,object340.jpg,1,1.0,raw/volstab
21050,60001,1,object269.jpg,1,1.0,raw/volstab
21131,29026,1,object488.jpg,0,0.0,raw/volstab
21140,29026,1,object564.jpg,1,1.0,raw/volstab
21143,29026,1,object486.jpg,0.6,0.6,raw/volstab
21146,29026,0,object78.jpg,0.6,0.2,raw/volstab
21155,29026,0,object84.jpg,0,0.8,raw/volstab
21167,29026,1,object213.jpg,0.8,0.8,raw/volstab
21179,29026,1,object608.jpg,0.2,0.2,raw/volstab
21197,29026,0,object39.jpg,1,0.8,raw/volstab
21200,29026,1,object372.jpg,0,0.0,raw/volstab
21209,29026,1,object340.jpg,0.2,0.2,raw/volstab
21230,29026,0,object351.jpg,0.4,0.6,raw/volstab
21242,29026,0,object404.jpg,0.2,0.4,raw/volstab
21248,29026,1,object636.jpg,1,1.0,raw/volstab
21290,29026,1,object298.jpg,1,1.0,raw/volstab
21296,29026,1,object125.jpg,1,1.0,raw/volstab
21365,20214,0,object595.jpg,0.4,0.8,raw/volstab
21368,20214,0,object436.jpg,1,0.8,raw/volstab
21374,20214,0,object623.jpg,0.6,0.4,raw/volstab
21401,20214,0,object128.jpg,0.4,0.2,raw/volstab
21404,20214,0,object203.jpg,0.4,0.6,raw/volstab
21410,20214,1,object73.jpg,0.4,0.4,raw/volstab
21413,20214,0,object616.jpg,0.8,0.6,raw/volstab
21425,20214,0,object406.jpg,0.4,0.0,raw/volstab
21434,20214,0,object178.jpg,1,0.6,raw/volstab
21443,20214,1,object450.jpg,0.8,0.8,raw/volstab
21449,20214,1,object515.jpg,0,0.0,raw/volstab
21470,20214,0,object383.jpg,0,,raw/volstab
21614,82336,0,object58.jpg,0.2,,raw/volstab
21620,82336,1,object536.jpg,0.2,0.2,raw/volstab
21644,82336,0,object421.jpg,0.4,0.6,raw/volstab
21665,82336,1,object595.jpg,1,1.0,raw/volstab
21698,82336,0,object412.jpg,0.8,,raw/volstab
21701,82336,1,object258.jpg,0.4,0.4,raw/volstab
21722,82336,1,object70.jpg,1,1.0,raw/volstab
21755,82336,0,object563.jpg,0.4,0.2,raw/volstab
21764,82336,0,object655.jpg,0.4,,raw/volstab
21767,82336,1,object453.jpg,1,1.0,raw/volstab
21866,22046,1,object542.jpg,0.2,0.2,raw/volstab
21971,22046,1,object440.jpg,0.8,0.8,raw/volstab
21977,22046,0,object154.jpg,0.2,0.0,raw/volstab
21983,22046,1,object440.jpg,0.8,0.8,raw/volstab
21986,22046,0,object290.jpg,0.6,0.8,raw/volstab
22007,22046,1,object526.jpg,0,0.0,raw/volstab
22091,24119,0,object232.jpg,0.2,0.0,raw/volstab
22103,24119,0,object16.jpg,0.6,0.8,raw/volstab
22121,24119,0,object263.jpg,0.4,0.0,raw/volstab
22124,24119,0,object169.jpg,0.4,0.0,raw/volstab
22142,24119,0,object493.jpg,0,,raw/volstab
22145,24119,0,object17.jpg,0.2,,raw/volstab
22166,24119,0,object288.jpg,0.4,,raw/volstab
22175,24119,0,object329.jpg,0.6,0.4,raw/volstab
22208,24119,0,object454.jpg,0.2,,raw/volstab
22214,24119,0,object475.jpg,0.4,,raw/volstab
22256,24119,0,object418.jpg,0.4,,raw/volstab
22292,24119,0,object369.jpg,0.8,,raw/volstab
22295,24119,0,object18.jpg,0.4,,raw/volstab
22328,60994,0,object624.jpg,0.6,1.0,raw/volstab
22334,60994,0,object369.jpg,0.6,0.2,raw/volstab
22337,60994,0,object349.jpg,0.6,1.0,raw/volstab
22346,60994,0,object283.jpg,0.2,0.0,raw/volstab
22349,60994,0,object597.jpg,0.8,0.6,raw/volstab
22370,60994,1,object218.jpg,0.2,0.2,raw/volstab
22388,60994,1,object506.jpg,0.6,0.6,raw/volstab
22394,60994,0,object642.jpg,0.8,0.2,raw/volstab
22412,60994,1,object131.jpg,0.2,0.2,raw/volstab
22439,60994,0,object66.jpg,0.4,,raw/volstab
22448,60994,1,object364.jpg,0,0.0,raw/volstab
22457,60994,0,object143.jpg,0.2,0.4,raw/volstab
22460,60994,1,object593.jpg,0.4,0.4,raw/volstab
22490,60994,0,object501.jpg,0.2,,raw/volstab
22571,86338,1,object38.jpg,0,0.0,raw/volstab
22577,86338,0,object469.jpg,0.4,0.8,raw/volstab
22589,86338,0,object485.jpg,1,0.8,raw/volstab
22592,86338,1,object290.jpg,0,0.0,raw/volstab
22595,86338,0,object599.jpg,0.4,0.8,raw/volstab
22604,86338,0,object447.jpg,0.6,0.8,raw/volstab
22619,86338,0,object463.jpg,0.2,0.4,raw/volstab
22649,86338,1,object266.jpg,0.6,0.6,raw/volstab
22670,86338,1,object648.jpg,0.4,0.4,raw/volstab
22688,86338,0,object211.jpg,0.8,1.0,raw/volstab
22691,86338,1,object76.jpg,0,0.0,raw/volstab
22745,86338,0,object63.jpg,0.4,0.6,raw/volstab
22802,89650,0,object328.jpg,0.4,,raw/volstab
22808,89650,0,object353.jpg,0.2,,raw/volstab
22814,89650,0,object539.jpg,0.4,1.0,raw/volstab
22826,89650,1,object326.jpg,0.4,0.4,raw/volstab
22841,89650,0,object635.jpg,0.4,1.0,raw/volstab
22847,89650,1,object405.jpg,1,1.0,raw/volstab
22850,89650,0,object91.jpg,0.4,0.0,raw/volstab
22856,89650,1,object497.jpg,1,1.0,raw/volstab
22871,89650,0,object359.jpg,0.2,,raw/volstab
22877,89650,1,object647.jpg,0.4,0.4,raw/volstab
22892,89650,0,object395.jpg,0,,raw/volstab
22895,89650,0,object516.jpg,0,,raw/volstab
22901,89650,0,object494.jpg,0.2,0.8,raw/volstab
22904,89650,0,object175.jpg,0.4,0.6,raw/volstab
22910,89650,0,object284.jpg,0,,raw/volstab
22913,89650,1,object173.jpg,0.2,0.2,raw/volstab
22919,89650,0,object200.jpg,0.2,,raw/volstab
22931,89650,1,object48.jpg,0.6,0.6,raw/volstab
22937,89650,0,object239.jpg,0,,raw/volstab
22940,89650,0,object604.jpg,1,0.8,raw/volstab
22943,89650,1,object281.jpg,0,0.0,raw/volstab
22949,89650,1,object367.jpg,0,0.0,raw/volstab
22952,89650,0,object117.jpg,0,0.2,raw/volstab
22958,89650,1,object76.jpg,0.2,0.2,raw/volstab
22967,89650,0,object383.jpg,0.4,,raw/volstab
22970,89650,0,object189.jpg,0.2,,raw/volstab
22973,89650,0,object169.jpg,0.2,,raw/volstab
22997,89650,0,object19.jpg,0.2,,raw/volstab
23024,89650,0,object472.jpg,0.2,,raw/volstab
23051,48099,1,object524.jpg,0,0.0,raw/volstab
23063,48099,1,object636.jpg,0.2,0.2,raw/volstab
23069,48099,1,object238.jpg,0.4,0.4,raw/volstab
23075,48099,0,object176.jpg,0.2,0.4,raw/volstab
23093,48099,1,object297.jpg,0,0.0,raw/volstab
23102,48099,0,object339.jpg,1,0.8,raw/volstab
23108,48099,0,object580.jpg,0.4,0.6,raw/volstab
23111,48099,1,object119.jpg,0,0.0,raw/volstab
23123,48099,1,object194.jpg,0.2,0.2,raw/volstab
23129,48099,1,object510.jpg,0.8,0.8,raw/volstab
23138,48099,1,object332.jpg,1,1.0,raw/volstab
23141,48099,0,object347.jpg,0.4,1.0,raw/volstab
23144,48099,0,object516.jpg,0.4,0.6,raw/volstab
23153,48099,0,object410.jpg,0.2,0.8,raw/volstab
23162,48099,0,object186.jpg,0.2,0.4,raw/volstab
23165,48099,0,object545.jpg,0.6,0.8,raw/volstab
23195,48099,1,object539.jpg,0.6,0.6,raw/volstab
23201,48099,0,object281.jpg,0.2,1.0,raw/volstab
23282,53046,1,object15.jpg,0,0.0,raw/volstab
23285,53046,1,object392.jpg,1,1.0,raw/volstab
23297,53046,0,object18.jpg,0,0.4,raw/volstab
23303,53046,1,object258.jpg,1,1.0,raw/volstab
23318,53046,1,object195.jpg,1,1.0,raw/volstab
23321,53046,0,object303.jpg,1,0.6,raw/volstab
23330,53046,1,object408.jpg,0,0.0,raw/volstab
23333,53046,0,object144.jpg,1,,raw/volstab
23357,53046,1,object317.jpg,0,0.0,raw/volstab
23363,53046,1,object78.jpg,0.8,0.8,raw/volstab
23366,53046,1,object66.jpg,1,1.0,raw/volstab
23384,53046,0,object663.jpg,0.6,0.2,raw/volstab
23432,53046,0,object207.jpg,0.8,0.4,raw/volstab
23441,53046,0,object482.jpg,1,0.8,raw/volstab
23444,53046,1,object646.jpg,0.8,0.8,raw/volstab
23534,19201,0,object177.jpg,0.4,0.6,raw/volstab
23537,19201,1,object626.jpg,0.4,0.4,raw/volstab
23609,19201,0,object25.jpg,0.2,1.0,raw/volstab
23615,19201,0,object567.jpg,0,0.2,raw/volstab
23654,19201,0,object301.jpg,0.2,0.8,raw/volstab
23663,19201,0,object152.jpg,0.4,0.6,raw/volstab
23762,67235,0,object590.jpg,0.2,0.6,raw/volstab
23768,67235,0,object173.jpg,0.4,0.2,raw/volstab
23777,67235,0,object495.jpg,0.2,0.0,raw/volstab
23798,67235,1,object314.jpg,0.4,0.4,raw/volstab
23801,67235,0,object18.jpg,0.2,0.8,raw/volstab
23807,67235,1,object231.jpg,1,1.0,raw/volstab
23810,67235,1,object167.jpg,0.6,0.6,raw/volstab
23813,67235,0,object494.jpg,0.4,0.8,raw/volstab
23816,67235,0,object368.jpg,0.2,0.4,raw/volstab
23819,67235,0,object195.jpg,0.2,0.0,raw/volstab
23822,67235,1,object632.jpg,0.6,0.6,raw/volstab
23834,67235,0,object42.jpg,0.2,0.4,raw/volstab
23837,67235,0,object195.jpg,0.2,0.0,raw/volstab
23840,67235,0,object539.jpg,0.2,0.4,raw/volstab
23843,67235,1,object281.jpg,0.2,0.2,raw/volstab
23858,67235,1,object124.jpg,1,1.0,raw/volstab
23891,67235,0,object360.jpg,0.2,,raw/volstab
23912,67235,0,object426.jpg,0.8,1.0,raw/volstab
24002,37468,1,object284.jpg,0.6,0.6,raw/volstab
24005,37468,0,object524.jpg,0.8,0.2,raw/volstab
24035,37468,0,object527.jpg,0.4,,raw/volstab
24044,37468,1,object171.jpg,0.4,0.4,raw/volstab
24056,37468,0,object593.jpg,0.2,0.6,raw/volstab
24128,37468,0,object618.jpg,0.8,,raw/volstab
24248,97786,0,object126.jpg,0.4,0.6,raw/volstab
24251,97786,1,object95.jpg,0,0.0,raw/volstab
24254,97786,0,object480.jpg,1,0.8,raw/volstab
24257,97786,1,object655.jpg,1,1.0,raw/volstab
24269,97786,0,object519.jpg,0.2,0.0,raw/volstab
24278,97786,1,object441.jpg,1,1.0,raw/volstab
24299,97786,1,object19.jpg,0,0.0,raw/volstab
24323,97786,1,object484.jpg,0.4,0.4,raw/volstab
24329,97786,1,object44.jpg,1,1.0,raw/volstab
24332,97786,0,object70.jpg,0.6,1.0,raw/volstab
24347,97786,1,object212.jpg,0,0.0,raw/volstab
24365,97786,0,object66.jpg,1,0.8,raw/volstab
24368,97786,0,object457.jpg,0.4,0.2,raw/volstab
24374,97786,1,object636.jpg,0.2,0.2,raw/volstab
24485,82001,0,object310.jpg,0.4,0.6,raw/volstab
24491,82001,1,object133.jpg,0.4,0.4,raw/volstab
24503,82001,0,object347.jpg,0.8,0.2,raw/volstab
24518,82001,0,object223.jpg,0.2,0.0,raw/volstab
24521,82001,1,object570.jpg,0.8,0.8,raw/volstab
24524,82001,0,object615.jpg,1,0.4,raw/volstab
24539,82001,1,object480.jpg,1,1.0,raw/volstab
24545,82001,0,object220.jpg,0.6,0.2,raw/volstab
24551,82001,0,object365.jpg,0.6,1.0,raw/volstab
24563,82001,0,object508.jpg,0.2,0.0,raw/volstab
24569,82001,1,object642.jpg,0.8,0.8,raw/volstab
24581,82001,0,object635.jpg,0.2,0.6,raw/volstab
24602,82001,0,object471.jpg,0.6,0.2,raw/volstab
24608,82001,1,object467.jpg,1,1.0,raw/volstab
24641,82001,0,object609.jpg,0.6,0.4,raw/volstab
24770,14644,0,object530.jpg,0.4,,raw/volstab
24842,14644,0,object181.jpg,0.4,,raw/volstab
24965,10735,1,object531.jpg,0.6,0.6,raw/volstab
24971,10735,0,object599.jpg,0.2,0.6,raw/volstab
24980,10735,0,object646.jpg,0.6,0.2,raw/volstab
24983,10735,0,object410.jpg,0.8,0.4,raw/volstab
24989,10735,0,object161.jpg,0.4,0.2,raw/volstab
25010,10735,0,object509.jpg,0.4,0.2,raw/volstab
25025,10735,1,object344.jpg,0,0.0,raw/volstab
25067,10735,0,object278.jpg,0.6,0.0,raw/volstab
25073,10735,0,object233.jpg,0.2,0.4,raw/volstab
25076,10735,0,object214.jpg,0,0.4,raw/volstab
25202,76257,0,object574.jpg,0.4,0.2,raw/volstab
25223,76257,0,object96.jpg,0.2,0.4,raw/volstab
25241,76257,0,object539.jpg,0.2,1.0,raw/volstab
25250,76257,0,object520.jpg,0.6,0.2,raw/volstab
25253,76257,0,object544.jpg,0.8,1.0,raw/volstab
25262,76257,0,object311.jpg,0.8,0.6,raw/volstab
25268,76257,1,object599.jpg,0.8,0.8,raw/volstab
25280,76257,1,object29.jpg,0,0.0,raw/volstab
25286,76257,0,object515.jpg,0.2,0.0,raw/volstab
25313,76257,0,object141.jpg,0.4,,raw/volstab
25334,76257,0,object402.jpg,0.6,0.8,raw/volstab
25349,76257,0,object515.jpg,0.2,0.0,raw/volstab
25379,76257,0,object65.jpg,0.4,,raw/volstab
25445,34467,0,object20.jpg,0.2,0.0,raw/volstab
25448,34467,0,object327.jpg,0.4,0.6,raw/volstab
25454,34467,0,object277.jpg,0.4,1.0,raw/volstab
25457,34467,0,object533.jpg,0.8,0.4,raw/volstab
25463,34467,1,object18.jpg,1,1.0,raw/volstab
25466,34467,1,object663.jpg,0.6,0.6,raw/volstab
25469,34467,0,object606.jpg,1,0.8,raw/volstab
25472,34467,0,object606.jpg,0.6,0.8,raw/volstab
25475,34467,1,object487.jpg,1,1.0,raw/volstab
25487,34467,1,object377.jpg,0.4,0.4,raw/volstab
25499,34467,1,object646.jpg,0.2,0.2,raw/volstab
25511,34467,0,object424.jpg,0.4,0.2,raw/volstab
25514,34467,0,object152.jpg,0,0.6,raw/volstab
25517,34467,1,object550.jpg,0,0.0,raw/volstab
25526,34467,0,object543.jpg,1,0.4,raw/volstab
25580,34467,0,object633.jpg,0.4,0.2,raw/volstab
25592,34467,0,object449.jpg,0.6,,raw/volstab
25595,34467,0,object31.jpg,0.8,1.0,raw/volstab
25664,34467,0,object238.jpg,0.8,,raw/volstab
25685,22384,1,object497.jpg,0,0.0,raw/volstab
25688,22384,1,object279.jpg,0,0.0,raw/volstab
25697,22384,1,object600.jpg,0.2,0.2,raw/volstab
25709,22384,1,object21.jpg,0.4,0.4,raw/volstab
25712,22384,0,object346.jpg,0.8,1.0,raw/volstab
25718,22384,0,object610.jpg,0,0.2,raw/volstab
25730,22384,0,object502.jpg,1,0.8,raw/volstab
25745,22384,1,object174.jpg,0,0.0,raw/volstab
25748,22384,0,object222.jpg,0.2,0.4,raw/volstab
25751,22384,1,object218.jpg,0.8,0.8,raw/volstab
25766,22384,1,object339.jpg,0,0.0,raw/volstab
25769,22384,0,object221.jpg,0.4,0.6,raw/volstab
25772,22384,1,object569.jpg,0.4,0.4,raw/volstab
25778,22384,0,object425.jpg,0,0.2,raw/volstab
25784,22384,0,object459.jpg,0.6,0.2,raw/volstab
25787,22384,0,object184.jpg,0.8,1.0,raw/volstab
25793,22384,0,object48.jpg,0.8,1.0,raw/volstab
25796,22384,0,object588.jpg,1,,raw/volstab
25802,22384,0,object449.jpg,0.2,0.4,raw/volstab
25817,22384,0,object638.jpg,0.4,0.8,raw/volstab
25859,22384,0,object286.jpg,0.8,1.0,raw/volstab
25883,22384,0,object300.jpg,0.4,,raw/volstab
25925,46233,0,object85.jpg,0.4,0.8,raw/volstab
25928,46233,0,object449.jpg,0.2,,raw/volstab
25931,46233,1,object547.jpg,0.4,0.4,raw/volstab
26000,46233,0,object479.jpg,0.4,0.6,raw/volstab
26024,46233,0,object497.jpg,0.2,0.6,raw/volstab
26189,71107,0,object648.jpg,0.6,0.8,raw/volstab
26213,71107,1,object354.jpg,0.6,0.6,raw/volstab
26222,71107,1,object327.jpg,1,1.0,raw/volstab
26234,71107,0,object90.jpg,0.8,0.6,raw/volstab
26246,71107,0,object128.jpg,0.4,0.0,raw/volstab
26252,71107,0,object663.jpg,0.6,0.2,raw/volstab
26255,71107,0,object513.jpg,0.6,0.4,raw/volstab
26258,71107,0,object214.jpg,0.6,0.8,raw/volstab
26288,71107,0,object447.jpg,0.6,,raw/volstab
26372,71107,0,object419.jpg,0.6,,raw/volstab
26381,71107,0,object237.jpg,0.8,,raw/volstab
26408,66747,0,object194.jpg,0.6,0.4,raw/volstab
26411,66747,0,object355.jpg,0,0.8,raw/volstab
26423,66747,0,object485.jpg,0.4,1.0,raw/volstab
26426,66747,0,object510.jpg,0.4,0.0,raw/volstab
26465,66747,0,object170.jpg,0.6,0.4,raw/volstab
26525,66747,1,object478.jpg,0,0.0,raw/volstab
26546,66747,0,object412.jpg,0.4,,raw/volstab
26657,94449,1,object567.jpg,1,1.0,raw/volstab
26663,94449,0,object72.jpg,0.4,0.0,raw/volstab
26681,94449,0,object495.jpg,0.6,0.4,raw/volstab
26705,94449,1,object485.jpg,1,1.0,raw/volstab
26735,94449,1,object219.jpg,0,0.0,raw/volstab
26744,94449,1,object485.jpg,1,1.0,raw/volstab
26858,94449,0,object184.jpg,0.6,,raw/volstab
26861,94449,0,object53.jpg,0.4,,raw/volstab
26882,56178,0,object242.jpg,0.4,0.6,raw/volstab
26885,56178,0,object551.jpg,0.8,1.0,raw/volstab
26891,56178,0,object319.jpg,0.6,1.0,raw/volstab
26924,56178,1,object510.jpg,0.6,0.6,raw/volstab
26927,56178,0,object293.jpg,0.2,,raw/volstab
26930,56178,0,object227.jpg,0.2,1.0,raw/volstab
26942,56178,1,object27.jpg,0.8,0.8,raw/volstab
26957,56178,0,object588.jpg,0.2,0.0,raw/volstab
26969,56178,0,object642.jpg,0.4,0.6,raw/volstab
26975,56178,0,object469.jpg,0.2,,raw/volstab
26978,56178,0,object379.jpg,0,0.4,raw/volstab
26984,56178,1,object587.jpg,0.2,0.2,raw/volstab
26999,56178,1,object25.jpg,0.8,0.8,raw/volstab
27002,56178,0,object158.jpg,0.2,0.4,raw/volstab
27005,56178,1,object176.jpg,0,0.0,raw/volstab
27014,56178,1,object600.jpg,0.2,0.2,raw/volstab
27020,56178,0,object436.jpg,0.2,1.0,raw/volstab
27029,56178,0,object527.jpg,0.4,0.0,raw/volstab
27059,56178,1,object375.jpg,0.2,0.2,raw/volstab
27071,56178,0,object553.jpg,0.2,,raw/volstab
27086,56178,0,object191.jpg,0.4,,raw/volstab
27107,56178,0,object550.jpg,0.6,,raw/volstab
27125,29644,0,object295.jpg,0.4,0.6,raw/volstab
27137,29644,0,object461.jpg,0.8,0.2,raw/volstab
27149,29644,0,object564.jpg,0.8,0.4,raw/volstab
27152,29644,0,object392.jpg,0.6,0.8,raw/volstab
27173,29644,0,object126.jpg,0.4,0.2,raw/volstab
27200,29644,1,object474.jpg,0.2,0.2,raw/volstab
27206,29644,1,object608.jpg,0.6,0.6,raw/volstab
27218,29644,0,object312.jpg,0.4,0.2,raw/volstab
27251,29644,0,object559.jpg,0.2,0.6,raw/volstab
27257,29644,0,object125.jpg,0.4,,raw/volstab
27260,29644,0,object585.jpg,0.6,1.0,raw/volstab
27263,29644,0,object523.jpg,0.4,0.8,raw/volstab
27269,29644,0,object374.jpg,0.6,1.0,raw/volstab
27272,29644,1,object366.jpg,1,1.0,raw/volstab
27290,29644,0,object500.jpg,0.4,,raw/volstab
27368,38347,0,object214.jpg,0.6,1.0,raw/volstab
27395,38347,1,object574.jpg,1,1.0,raw/volstab
27401,38347,1,object88.jpg,0.2,0.2,raw/volstab
27410,38347,1,object596.jpg,0.6,0.6,raw/volstab
27431,38347,0,object308.jpg,0.4,0.2,raw/volstab
27476,38347,0,object124.jpg,0.2,1.0,raw/volstab
27488,38347,1,object149.jpg,0,0.0,raw/volstab
27512,38347,0,object607.jpg,0.2,0.8,raw/volstab
27557,38347,0,object66.jpg,0.2,,raw/volstab
27602,56070,0,object564.jpg,0,0.2,raw/volstab
27605,56070,0,object167.jpg,0.2,0.6,raw/volstab
27632,56070,0,object315.jpg,0.4,,raw/volstab
27635,56070,0,object580.jpg,0.6,,raw/volstab
27650,56070,0,object444.jpg,0.8,0.2,raw/volstab
27662,56070,0,object66.jpg,1,0.6,raw/volstab
27665,56070,0,object300.jpg,0,,raw/volstab
27707,56070,0,object265.jpg,0.2,,raw/volstab
27725,56070,0,object187.jpg,0.4,,raw/volstab
27737,56070,0,object138.jpg,0.6,0.4,raw/volstab
27740,56070,1,object301.jpg,0.8,0.8,raw/volstab
27767,56070,0,object17.jpg,0.8,0.0,raw/volstab
27770,56070,0,object460.jpg,1,0.4,raw/volstab
27797,56070,0,object627.jpg,0,,raw/volstab
27800,56070,0,object278.jpg,0.2,,raw/volstab
27827,56070,0,object431.jpg,0.4,,raw/volstab
27848,13273,0,object45.jpg,0.6,,raw/volstab
27860,13273,0,object353.jpg,0.8,0.0,raw/volstab
27875,13273,0,object574.jpg,0.2,0.4,raw/volstab
27878,13273,0,object656.jpg,0.6,0.0,raw/volstab
27881,13273,0,object51.jpg,0.2,,raw/volstab
27884,13273,0,object433.jpg,0.6,0.8,raw/volstab
27887,13273,0,object208.jpg,0,0.4,raw/volstab
27890,13273,0,object269.jpg,0.2,,raw/volstab
27902,13273,0,object530.jpg,0.2,,raw/volstab
27908,13273,0,object450.jpg,0.2,,raw/volstab
27911,13273,0,object533.jpg,0.2,1.0,raw/volstab
27914,13273,0,object270.jpg,0.6,1.0,raw/volstab
27917,13273,0,object52.jpg,0.4,,raw/volstab
27920,13273,0,object298.jpg,0.4,0.2,raw/volstab
27926,13273,0,object345.jpg,0.6,0.8,raw/volstab
27929,13273,0,object89.jpg,0.6,,raw/volstab
27935,13273,0,object59.jpg,0.8,,raw/volstab
27941,13273,0,object455.jpg,0,,raw/volstab
27944,13273,0,object330.jpg,0.6,,raw/volstab
27947,13273,0,object77.jpg,0.6,0.4,raw/volstab
27980,13273,0,object140.jpg,0.4,1.0,raw/volstab
28070,13273,0,object541.jpg,0.6,,raw/volstab
28082,60795,0,object96.jpg,0.6,0.0,raw/volstab
28085,60795,0,object356.jpg,0.4,0.6,raw/volstab
28094,60795,0,object655.jpg,0.8,0.2,raw/volstab
28100,60795,0,object273.jpg,0.8,0.4,raw/volstab
28103,60795,0,object578.jpg,0.6,0.2,raw/volstab
28109,60795,0,object472.jpg,1,,raw/volstab
28112,60795,0,object422.jpg,0.4,0.6,raw/volstab
28118,60795,1,object349.jpg,0.6,0.6,raw/volstab
28121,60795,0,object64.jpg,0.4,0.8,raw/volstab
28127,60795,0,object164.jpg,0.6,1.0,raw/volstab
28133,60795,1,object32.jpg,0.4,0.4,raw/volstab
28142,60795,1,object456.jpg,0,0.0,raw/volstab
28145,60795,0,object413.jpg,0.2,,raw/volstab
28151,60795,1,object662.jpg,1,1.0,raw/volstab
28166,60795,0,object137.jpg,0.4,1.0,raw/volstab
