,outcome,orange_chosen,lucky_chosen,subject_id,sub_factor,environment_coded,t_since_reversal,trial_number,outcome_coded,t_since_centered
23235,0.2,1,0.0,68205,54,1,8,169.0,0.3,0.7015524512165232
23236,0.2,2,1.0,68205,54,1,9,170.0,-0.3,1.7015524512165232
23237,1.0,2,1.0,68205,54,1,10,171.0,0.5,2.701552451216523
23238,0.8,1,0.0,68205,54,1,11,172.0,-0.3,3.701552451216523
23239,0.4,1,0.0,68205,54,1,12,173.0,0.0999999999999999,4.701552451216523
23240,1.0,2,0.0,68205,54,1,0,174.0,0.5,-7.298447548783477
23241,0.2,2,0.0,68205,54,1,1,175.0,-0.3,-6.298447548783477
23242,0.2,2,0.0,68205,54,1,2,176.0,-0.3,-5.298447548783477
23243,0.2,2,0.0,68205,54,1,3,177.0,-0.3,-4.298447548783477
23244,0.8,2,0.0,68205,54,1,4,178.0,0.3,-3.298447548783477
23245,0.0,2,0.0,68205,54,1,5,179.0,-0.5,-2.298447548783477
23246,1.0,1,1.0,68205,54,1,6,180.0,-0.5,-1.2984475487834768
23247,0.4,1,1.0,68205,54,1,7,181.0,0.0999999999999999,-0.2984475487834768
23248,0.8,2,0.0,68205,54,1,8,182.0,0.3,0.7015524512165232
23249,1.0,1,1.0,68205,54,1,9,183.0,-0.5,1.7015524512165232
23250,0.6,1,1.0,68205,54,1,10,184.0,-0.0999999999999999,2.701552451216523
23251,0.6,1,1.0,68205,54,1,11,185.0,-0.0999999999999999,3.701552451216523
23252,0.0,2,0.0,68205,54,1,12,186.0,-0.5,4.701552451216523
23253,0.8,1,1.0,68205,54,1,13,187.0,-0.3,5.701552451216523
23254,0.6,1,0.0,68205,54,1,0,188.0,-0.0999999999999999,-7.298447548783477
23255,1.0,2,1.0,68205,54,1,1,189.0,0.5,-6.298447548783477
23256,1.0,2,1.0,68205,54,1,2,190.0,0.5,-5.298447548783477
23257,1.0,2,1.0,68205,54,1,3,191.0,0.5,-4.298447548783477
23258,0.8,2,1.0,68205,54,1,4,192.0,0.3,-3.298447548783477
23259,0.4,2,1.0,68205,54,1,5,193.0,-0.0999999999999999,-2.298447548783477
23260,0.0,1,0.0,68205,54,1,6,194.0,0.5,-1.2984475487834768
23261,0.0,1,0.0,68205,54,1,7,195.0,0.5,-0.2984475487834768
23262,0.6,1,0.0,68205,54,1,8,196.0,-0.0999999999999999,0.7015524512165232
23263,1.0,2,1.0,68205,54,1,9,197.0,0.5,1.7015524512165232
23264,0.6,2,1.0,68205,54,1,10,198.0,0.0999999999999999,2.701552451216523
23265,0.8,2,1.0,68205,54,1,11,199.0,0.3,3.701552451216523
23266,0.4,1,1.0,68205,54,1,0,200.0,0.0999999999999999,-7.298447548783477
23267,0.8,1,1.0,68205,54,1,1,201.0,-0.3,-6.298447548783477
23268,0.6,2,0.0,68205,54,1,2,202.0,0.0999999999999999,-5.298447548783477
23269,0.4,2,0.0,68205,54,1,3,203.0,-0.0999999999999999,-4.298447548783477
23270,0.6,1,1.0,68205,54,1,4,204.0,-0.0999999999999999,-3.298447548783477
23271,0.6,1,1.0,68205,54,1,5,205.0,-0.0999999999999999,-2.298447548783477
23272,0.6,1,0.0,68205,54,1,0,206.0,-0.0999999999999999,-7.298447548783477
23273,0.2,1,0.0,68205,54,1,1,207.0,0.3,-6.298447548783477
23274,0.2,2,1.0,68205,54,1,2,208.0,-0.3,-5.298447548783477
23275,1.0,2,1.0,68205,54,1,3,209.0,0.5,-4.298447548783477
23276,0.4,2,1.0,68205,54,1,4,210.0,-0.0999999999999999,-3.298447548783477
23277,0.6,2,1.0,68205,54,1,5,211.0,0.0999999999999999,-2.298447548783477
23278,1.0,2,1.0,68205,54,1,6,212.0,0.5,-1.2984475487834768
23279,0.6,2,1.0,68205,54,1,7,213.0,0.0999999999999999,-0.2984475487834768
23280,0.6,2,1.0,68205,54,1,8,214.0,0.0999999999999999,0.7015524512165232
23281,0.8,2,1.0,68205,54,1,9,215.0,0.3,1.7015524512165232
23282,0.2,1,1.0,68205,54,1,0,216.0,0.3,-7.298447548783477
23283,0.8,2,0.0,68205,54,1,1,217.0,0.3,-6.298447548783477
23284,0.0,2,0.0,68205,54,1,2,218.0,-0.5,-5.298447548783477
23285,0.4,1,1.0,68205,54,1,3,219.0,0.0999999999999999,-4.298447548783477
23286,0.8,1,1.0,68205,54,1,4,220.0,-0.3,-3.298447548783477
23287,1.0,1,1.0,68205,54,1,5,221.0,-0.5,-2.298447548783477
23288,0.6,1,1.0,68205,54,1,6,222.0,-0.0999999999999999,-1.2984475487834768
23289,1.0,1,1.0,68205,54,1,7,223.0,-0.5,-0.2984475487834768
23290,0.4,2,0.0,68205,54,1,8,224.0,-0.0999999999999999,0.7015524512165232
23291,0.2,2,0.0,68205,54,1,9,225.0,-0.3,1.7015524512165232
23292,0.8,2,1.0,68205,54,1,0,226.0,0.3,-7.298447548783477
23293,0.6,2,1.0,68205,54,1,1,227.0,0.0999999999999999,-6.298447548783477
23294,0.0,1,0.0,68205,54,1,2,228.0,0.5,-5.298447548783477
23295,0.2,1,0.0,68205,54,1,3,229.0,0.3,-4.298447548783477
23296,1.0,1,0.0,68205,54,1,4,230.0,-0.5,-3.298447548783477
23297,0.2,1,0.0,68205,54,1,5,231.0,0.3,-2.298447548783477
23298,1.0,2,1.0,68205,54,1,6,232.0,0.5,-1.2984475487834768
23299,0.2,2,1.0,68205,54,1,7,233.0,-0.3,-0.2984475487834768
23300,0.8,2,1.0,68205,54,1,8,234.0,0.3,0.7015524512165232
23301,1.0,2,0.0,68205,54,1,0,235.0,0.5,-7.298447548783477
23302,0.8,2,0.0,68205,54,1,1,236.0,0.3,-6.298447548783477
23303,0.2,2,0.0,68205,54,1,2,237.0,-0.3,-5.298447548783477
23304,0.2,2,0.0,68205,54,1,3,238.0,-0.3,-4.298447548783477
23305,1.0,2,0.0,68205,54,1,4,239.0,0.5,-3.298447548783477
23306,0.0,2,0.0,68205,54,1,5,240.0,-0.5,-2.298447548783477
23307,0.0,2,0.0,68205,54,1,6,241.0,-0.5,-1.2984475487834768
23308,0.6,1,1.0,68205,54,1,7,242.0,-0.0999999999999999,-0.2984475487834768
23309,0.2,1,1.0,68205,54,1,8,243.0,0.3,0.7015524512165232
23310,0.2,2,0.0,68205,54,1,9,244.0,-0.3,1.7015524512165232
23311,0.8,1,1.0,68205,54,1,10,245.0,-0.3,2.701552451216523
23312,0.2,2,0.0,68205,54,1,11,246.0,-0.3,3.701552451216523
23313,1.0,1,1.0,68205,54,1,12,247.0,-0.5,4.701552451216523
23314,0.6,1,1.0,68205,54,1,13,248.0,-0.0999999999999999,5.701552451216523
23315,0.6,1,0.0,68205,54,1,0,249.0,-0.0999999999999999,-7.298447548783477
23316,0.2,1,0.0,68205,54,1,1,250.0,0.3,-6.298447548783477
23317,0.0,1,0.0,68205,54,1,2,251.0,0.5,-5.298447548783477
23318,0.4,1,0.0,68205,54,1,3,252.0,0.0999999999999999,-4.298447548783477
23319,0.6,1,0.0,68205,54,1,4,253.0,-0.0999999999999999,-3.298447548783477
23320,1.0,2,1.0,68205,54,1,5,254.0,0.5,-2.298447548783477
23321,0.2,2,1.0,68205,54,1,6,255.0,-0.3,-1.2984475487834768
23322,0.2,1,0.0,68205,54,1,7,256.0,0.3,-0.2984475487834768
23323,0.4,1,0.0,68205,54,1,8,257.0,0.0999999999999999,0.7015524512165232
23324,1.0,2,1.0,68205,54,1,9,258.0,0.5,1.7015524512165232
23325,0.8,2,1.0,68205,54,1,10,259.0,0.3,2.701552451216523
23326,0.6,1,1.0,68205,54,1,0,260.0,-0.0999999999999999,-7.298447548783477
23327,0.0,1,1.0,68205,54,1,1,261.0,0.5,-6.298447548783477
23328,0.2,2,0.0,68205,54,1,2,262.0,-0.3,-5.298447548783477
23329,0.0,2,0.0,68205,54,1,3,263.0,-0.5,-4.298447548783477
23330,0.2,1,1.0,68205,54,1,4,264.0,0.3,-3.298447548783477
23331,0.0,2,0.0,68205,54,1,5,265.0,-0.5,-2.298447548783477
23332,0.2,2,0.0,68205,54,1,6,266.0,-0.3,-1.2984475487834768
23333,0.6,2,1.0,68205,54,1,0,267.0,0.0999999999999999,-7.298447548783477
23334,0.8,2,1.0,68205,54,1,1,268.0,0.3,-6.298447548783477
23335,0.4,2,1.0,68205,54,1,2,269.0,-0.0999999999999999,-5.298447548783477
23336,1.0,2,1.0,68205,54,1,3,270.0,0.5,-4.298447548783477
23337,0.8,2,1.0,68205,54,1,4,271.0,0.3,-3.298447548783477
23338,1.0,2,1.0,68205,54,1,5,272.0,0.5,-2.298447548783477
23339,0.6,2,1.0,68205,54,1,6,273.0,0.0999999999999999,-1.2984475487834768
23340,0.4,2,1.0,68205,54,1,7,274.0,-0.0999999999999999,-0.2984475487834768
23341,0.4,2,0.0,68205,54,1,0,275.0,-0.0999999999999999,-7.298447548783477
23342,0.2,2,0.0,68205,54,1,1,276.0,-0.3,-6.298447548783477
23343,0.8,2,0.0,68205,54,1,2,277.0,0.3,-5.298447548783477
23344,0.0,2,0.0,68205,54,1,3,278.0,-0.5,-4.298447548783477
23345,0.8,1,1.0,68205,54,1,4,279.0,-0.3,-3.298447548783477
23346,0.4,1,1.0,68205,54,1,5,280.0,0.0999999999999999,-2.298447548783477
23347,0.2,1,0.0,68205,54,1,0,281.0,0.3,-7.298447548783477
23348,0.2,2,1.0,68205,54,1,1,282.0,-0.3,-6.298447548783477
23349,0.0,1,0.0,68205,54,1,2,283.0,0.5,-5.298447548783477
23350,1.0,1,0.0,68205,54,1,3,284.0,-0.5,-4.298447548783477
23351,0.2,1,0.0,68205,54,1,4,285.0,0.3,-3.298447548783477
23352,0.2,2,1.0,68205,54,1,5,286.0,-0.3,-2.298447548783477
23353,0.6,2,1.0,68205,54,1,6,287.0,0.0999999999999999,-1.2984475487834768
23354,0.8,2,1.0,68205,54,1,7,288.0,0.3,-0.2984475487834768
23355,0.4,2,1.0,68205,54,1,8,289.0,-0.0999999999999999,0.7015524512165232
23356,0.6,1,0.0,68205,54,1,9,290.0,-0.0999999999999999,1.7015524512165232
23357,0.4,1,0.0,68205,54,1,10,291.0,0.0999999999999999,2.701552451216523
23358,0.8,2,1.0,68205,54,1,11,292.0,0.3,3.701552451216523
23359,0.8,2,1.0,68205,54,1,12,293.0,0.3,4.701552451216523
23360,0.4,2,0.0,68205,54,1,0,294.0,-0.0999999999999999,-7.298447548783477
23361,0.4,2,0.0,68205,54,1,1,295.0,-0.0999999999999999,-6.298447548783477
23362,0.2,2,0.0,68205,54,1,2,296.0,-0.3,-5.298447548783477
23363,1.0,1,1.0,68205,54,1,3,297.0,-0.5,-4.298447548783477
23364,0.6,1,1.0,68205,54,1,4,298.0,-0.0999999999999999,-3.298447548783477
23365,0.8,2,0.0,68205,54,1,5,299.0,0.3,-2.298447548783477
23366,1.0,1,1.0,68205,54,1,7,301.0,-0.5,-0.2984475487834768
23367,0.0,1,0.0,68205,54,1,0,302.0,0.5,-7.298447548783477
23368,1.0,2,1.0,68205,54,1,1,303.0,0.5,-6.298447548783477
23369,0.8,2,1.0,68205,54,1,2,304.0,0.3,-5.298447548783477
23370,0.8,1,0.0,68205,54,1,3,305.0,-0.3,-4.298447548783477
23371,0.4,1,0.0,68205,54,1,4,306.0,0.0999999999999999,-3.298447548783477
23372,1.0,2,1.0,68205,54,1,5,307.0,0.5,-2.298447548783477
23373,1.0,2,1.0,68205,54,1,6,308.0,0.5,-1.2984475487834768
23374,0.6,2,1.0,68205,54,1,7,309.0,0.0999999999999999,-0.2984475487834768
23375,0.0,2,1.0,68205,54,1,8,310.0,-0.5,0.7015524512165232
23376,0.6,2,1.0,68205,54,1,9,311.0,0.0999999999999999,1.7015524512165232
23377,0.8,2,1.0,68205,54,1,10,312.0,0.3,2.701552451216523
23378,0.0,2,1.0,68205,54,1,11,313.0,-0.5,3.701552451216523
23379,0.4,2,0.0,68205,54,1,0,314.0,-0.0999999999999999,-7.298447548783477
23380,0.2,2,0.0,68205,54,1,1,315.0,-0.3,-6.298447548783477
23381,0.8,2,0.0,68205,54,1,2,316.0,0.3,-5.298447548783477
23382,0.6,2,0.0,68205,54,1,3,317.0,0.0999999999999999,-4.298447548783477
23383,0.4,2,0.0,68205,54,1,4,318.0,-0.0999999999999999,-3.298447548783477
23384,0.2,2,0.0,68205,54,1,5,319.0,-0.3,-2.298447548783477
23385,0.0,2,0.0,68205,54,1,6,320.0,-0.5,-1.2984475487834768
23386,0.4,2,1.0,42915,55,-1,0,1.0,-0.0999999999999999,-7.298447548783477
23387,1.0,1,0.0,42915,55,-1,1,2.0,-0.5,-6.298447548783477
23388,0.6,1,0.0,42915,55,-1,2,3.0,-0.0999999999999999,-5.298447548783477
23389,0.2,1,0.0,42915,55,-1,3,4.0,0.3,-4.298447548783477
23390,0.0,1,0.0,42915,55,-1,4,5.0,0.5,-3.298447548783477
23391,0.0,1,0.0,42915,55,-1,5,6.0,0.5,-2.298447548783477
23392,0.8,2,1.0,42915,55,-1,6,7.0,0.3,-1.2984475487834768
23393,0.4,2,1.0,42915,55,-1,7,8.0,-0.0999999999999999,-0.2984475487834768
23394,0.8,2,1.0,42915,55,-1,8,9.0,0.3,0.7015524512165232
23395,1.0,2,1.0,42915,55,-1,9,10.0,0.5,1.7015524512165232
23396,0.6,2,1.0,42915,55,-1,10,11.0,0.0999999999999999,2.701552451216523
23397,0.4,2,1.0,42915,55,-1,11,12.0,-0.0999999999999999,3.701552451216523
23398,0.8,2,1.0,42915,55,-1,12,13.0,0.3,4.701552451216523
23399,0.2,2,1.0,42915,55,-1,13,14.0,-0.3,5.701552451216523
23400,0.0,2,1.0,42915,55,-1,14,15.0,-0.5,6.701552451216523
23401,0.2,1,0.0,42915,55,-1,15,16.0,0.3,7.701552451216523
23402,0.4,1,0.0,42915,55,-1,16,17.0,0.0999999999999999,8.701552451216523
23403,0.8,1,0.0,42915,55,-1,17,18.0,-0.3,9.701552451216523
23404,0.6,1,0.0,42915,55,-1,18,19.0,-0.0999999999999999,10.701552451216523
23405,0.0,1,0.0,42915,55,-1,19,20.0,0.5,11.701552451216523
23406,0.6,2,1.0,42915,55,-1,20,21.0,0.0999999999999999,12.701552451216523
23407,0.6,2,1.0,42915,55,-1,21,22.0,0.0999999999999999,13.701552451216523
23408,1.0,2,1.0,42915,55,-1,22,23.0,0.5,14.701552451216523
23409,0.2,2,1.0,42915,55,-1,23,24.0,-0.3,15.701552451216523
23410,0.4,2,0.0,42915,55,-1,0,25.0,-0.0999999999999999,-7.298447548783477
23411,0.6,2,0.0,42915,55,-1,1,26.0,0.0999999999999999,-6.298447548783477
23412,0.6,2,0.0,42915,55,-1,2,27.0,0.0999999999999999,-5.298447548783477
23413,0.8,2,0.0,42915,55,-1,3,28.0,0.3,-4.298447548783477
23414,1.0,2,0.0,42915,55,-1,4,29.0,0.5,-3.298447548783477
23415,0.2,2,0.0,42915,55,-1,5,30.0,-0.3,-2.298447548783477
23416,0.2,2,0.0,42915,55,-1,6,31.0,-0.3,-1.2984475487834768
23417,0.4,2,0.0,42915,55,-1,7,32.0,-0.0999999999999999,-0.2984475487834768
23418,0.6,1,1.0,42915,55,-1,8,33.0,-0.0999999999999999,0.7015524512165232
23419,0.2,1,1.0,42915,55,-1,9,34.0,0.3,1.7015524512165232
23420,1.0,1,1.0,42915,55,-1,10,35.0,-0.5,2.701552451216523
23421,0.8,1,1.0,42915,55,-1,11,36.0,-0.3,3.701552451216523
23422,0.4,1,1.0,42915,55,-1,12,37.0,0.0999999999999999,4.701552451216523
23423,1.0,1,1.0,42915,55,-1,13,38.0,-0.5,5.701552451216523
23424,0.0,1,1.0,42915,55,-1,14,39.0,0.5,6.701552451216523
23425,0.6,2,1.0,42915,55,-1,0,40.0,0.0999999999999999,-7.298447548783477
23426,0.4,2,1.0,42915,55,-1,1,41.0,-0.0999999999999999,-6.298447548783477
23427,1.0,2,1.0,42915,55,-1,2,42.0,0.5,-5.298447548783477
23428,1.0,2,1.0,42915,55,-1,3,43.0,0.5,-4.298447548783477
23429,0.8,2,1.0,42915,55,-1,4,44.0,0.3,-3.298447548783477
23430,1.0,2,1.0,42915,55,-1,5,45.0,0.5,-2.298447548783477
23431,0.8,2,1.0,42915,55,-1,6,46.0,0.3,-1.2984475487834768
23432,0.8,2,1.0,42915,55,-1,7,47.0,0.3,-0.2984475487834768
23433,1.0,2,1.0,42915,55,-1,8,48.0,0.5,0.7015524512165232
23434,0.8,2,1.0,42915,55,-1,9,49.0,0.3,1.7015524512165232
23435,1.0,2,1.0,42915,55,-1,10,50.0,0.5,2.701552451216523
23436,0.2,2,1.0,42915,55,-1,11,51.0,-0.3,3.701552451216523
23437,0.0,2,1.0,42915,55,-1,12,52.0,-0.5,4.701552451216523
23438,0.4,1,0.0,42915,55,-1,13,53.0,0.0999999999999999,5.701552451216523
23439,0.2,1,0.0,42915,55,-1,14,54.0,0.3,6.701552451216523
23440,0.4,1,0.0,42915,55,-1,15,55.0,0.0999999999999999,7.701552451216523
23441,0.2,1,0.0,42915,55,-1,16,56.0,0.3,8.701552451216523
23442,1.0,1,0.0,42915,55,-1,17,57.0,-0.5,9.701552451216523
23443,0.0,1,0.0,42915,55,-1,18,58.0,0.5,10.701552451216523
23444,0.4,2,1.0,42915,55,-1,19,59.0,-0.0999999999999999,11.701552451216523
23445,0.2,2,1.0,42915,55,-1,20,60.0,-0.3,12.701552451216523
23446,0.6,2,1.0,42915,55,-1,21,61.0,0.0999999999999999,13.701552451216523
23447,0.4,2,1.0,42915,55,-1,22,62.0,-0.0999999999999999,14.701552451216523
23448,0.4,2,0.0,42915,55,-1,0,63.0,-0.0999999999999999,-7.298447548783477
23449,0.4,2,0.0,42915,55,-1,1,64.0,-0.0999999999999999,-6.298447548783477
23450,0.2,2,0.0,42915,55,-1,2,65.0,-0.3,-5.298447548783477
23451,0.6,2,0.0,42915,55,-1,3,66.0,0.0999999999999999,-4.298447548783477
23452,0.0,2,0.0,42915,55,-1,4,67.0,-0.5,-3.298447548783477
23453,0.8,1,1.0,42915,55,-1,5,68.0,-0.3,-2.298447548783477
23454,0.4,1,1.0,42915,55,-1,6,69.0,0.0999999999999999,-1.2984475487834768
23455,0.0,1,1.0,42915,55,-1,7,70.0,0.5,-0.2984475487834768
23456,0.2,1,1.0,42915,55,-1,8,71.0,0.3,0.7015524512165232
23457,1.0,2,0.0,42915,55,-1,9,72.0,0.5,1.7015524512165232
23458,0.4,2,0.0,42915,55,-1,10,73.0,-0.0999999999999999,2.701552451216523
23459,0.0,2,0.0,42915,55,-1,11,74.0,-0.5,3.701552451216523
23460,0.4,2,0.0,42915,55,-1,12,75.0,-0.0999999999999999,4.701552451216523
23461,1.0,2,0.0,42915,55,-1,13,76.0,0.5,5.701552451216523
23462,0.2,2,0.0,42915,55,-1,14,77.0,-0.3,6.701552451216523
23463,0.8,2,0.0,42915,55,-1,15,78.0,0.3,7.701552451216523
23464,0.2,2,0.0,42915,55,-1,16,79.0,-0.3,8.701552451216523
23465,0.6,2,0.0,42915,55,-1,17,80.0,0.0999999999999999,9.701552451216523
23466,0.0,2,0.0,42915,55,-1,18,81.0,-0.5,10.701552451216523
23467,0.6,1,1.0,42915,55,-1,19,82.0,-0.0999999999999999,11.701552451216523
23468,0.2,1,0.0,42915,55,-1,0,83.0,0.3,-7.298447548783477
23469,0.6,1,0.0,42915,55,-1,1,84.0,-0.0999999999999999,-6.298447548783477
23470,1.0,1,0.0,42915,55,-1,2,85.0,-0.5,-5.298447548783477
23471,0.6,1,0.0,42915,55,-1,3,86.0,-0.0999999999999999,-4.298447548783477
23472,0.2,1,0.0,42915,55,-1,4,87.0,0.3,-3.298447548783477
23473,0.0,1,0.0,42915,55,-1,5,88.0,0.5,-2.298447548783477
23474,0.8,1,0.0,42915,55,-1,6,89.0,-0.3,-1.2984475487834768
23475,0.0,1,0.0,42915,55,-1,7,90.0,0.5,-0.2984475487834768
23476,0.6,2,1.0,42915,55,-1,8,91.0,0.0999999999999999,0.7015524512165232
23477,0.8,2,1.0,42915,55,-1,9,92.0,0.3,1.7015524512165232
23478,1.0,2,1.0,42915,55,-1,10,93.0,0.5,2.701552451216523
23479,1.0,2,1.0,42915,55,-1,11,94.0,0.5,3.701552451216523
23480,0.8,2,1.0,42915,55,-1,12,95.0,0.3,4.701552451216523
23481,0.6,2,1.0,42915,55,-1,13,96.0,0.0999999999999999,5.701552451216523
23482,1.0,2,1.0,42915,55,-1,14,97.0,0.5,6.701552451216523
23483,0.4,2,1.0,42915,55,-1,15,98.0,-0.0999999999999999,7.701552451216523
23484,0.2,2,1.0,42915,55,-1,16,99.0,-0.3,8.701552451216523
23485,0.2,2,0.0,42915,55,-1,0,100.0,-0.3,-7.298447548783477
23486,0.4,2,0.0,42915,55,-1,1,101.0,-0.0999999999999999,-6.298447548783477
23487,0.2,1,1.0,42915,55,-1,2,102.0,0.3,-5.298447548783477
23488,0.2,1,1.0,42915,55,-1,3,103.0,0.3,-4.298447548783477
23489,0.4,1,1.0,42915,55,-1,4,104.0,0.0999999999999999,-3.298447548783477
23490,1.0,1,1.0,42915,55,-1,5,105.0,-0.5,-2.298447548783477
23491,1.0,1,1.0,42915,55,-1,6,106.0,-0.5,-1.2984475487834768
23492,0.8,1,1.0,42915,55,-1,7,107.0,-0.3,-0.2984475487834768
23493,0.2,1,1.0,42915,55,-1,8,108.0,0.3,0.7015524512165232
23494,0.4,1,1.0,42915,55,-1,9,109.0,0.0999999999999999,1.7015524512165232
23495,1.0,1,1.0,42915,55,-1,10,110.0,-0.5,2.701552451216523
23496,1.0,1,1.0,42915,55,-1,11,111.0,-0.5,3.701552451216523
23497,0.4,1,1.0,42915,55,-1,12,112.0,0.0999999999999999,4.701552451216523
23498,0.0,1,1.0,42915,55,-1,13,113.0,0.5,5.701552451216523
23499,1.0,2,0.0,42915,55,-1,14,114.0,0.5,6.701552451216523
23500,0.6,2,0.0,42915,55,-1,15,115.0,0.0999999999999999,7.701552451216523
23501,0.4,2,0.0,42915,55,-1,16,116.0,-0.0999999999999999,8.701552451216523
23502,0.4,2,0.0,42915,55,-1,17,117.0,-0.0999999999999999,9.701552451216523
23503,0.2,2,0.0,42915,55,-1,18,118.0,-0.3,10.701552451216523
23504,0.0,2,0.0,42915,55,-1,19,119.0,-0.5,11.701552451216523
23505,0.6,1,1.0,42915,55,-1,20,120.0,-0.0999999999999999,12.701552451216523
23506,0.8,1,0.0,42915,55,-1,0,121.0,-0.3,-7.298447548783477
23507,0.0,1,0.0,42915,55,-1,1,122.0,0.5,-6.298447548783477
23508,0.0,1,0.0,42915,55,-1,2,123.0,0.5,-5.298447548783477
23509,0.4,2,1.0,42915,55,-1,3,124.0,-0.0999999999999999,-4.298447548783477
23510,0.8,2,1.0,42915,55,-1,4,125.0,0.3,-3.298447548783477
23511,0.4,2,1.0,42915,55,-1,5,126.0,-0.0999999999999999,-2.298447548783477
23512,0.6,2,1.0,42915,55,-1,6,127.0,0.0999999999999999,-1.2984475487834768
23513,1.0,2,1.0,42915,55,-1,7,128.0,0.5,-0.2984475487834768
23514,0.2,2,1.0,42915,55,-1,8,129.0,-0.3,0.7015524512165232
23515,0.6,2,1.0,42915,55,-1,9,130.0,0.0999999999999999,1.7015524512165232
23516,0.0,2,1.0,42915,55,-1,10,131.0,-0.5,2.701552451216523
23517,0.8,2,1.0,42915,55,-1,11,132.0,0.3,3.701552451216523
23518,0.4,2,1.0,42915,55,-1,12,133.0,-0.0999999999999999,4.701552451216523
23519,1.0,2,1.0,42915,55,-1,13,134.0,0.5,5.701552451216523
23520,1.0,2,1.0,42915,55,-1,14,135.0,0.5,6.701552451216523
23521,0.8,2,1.0,42915,55,-1,15,136.0,0.3,7.701552451216523
23522,0.6,2,1.0,42915,55,-1,16,137.0,0.0999999999999999,8.701552451216523
23523,0.8,2,1.0,42915,55,-1,17,138.0,0.3,9.701552451216523
23524,0.0,2,0.0,42915,55,-1,0,139.0,-0.5,-7.298447548783477
23525,0.0,2,0.0,42915,55,-1,1,140.0,-0.5,-6.298447548783477
23526,1.0,1,1.0,42915,55,-1,2,141.0,-0.5,-5.298447548783477
23527,0.0,1,1.0,42915,55,-1,3,142.0,0.5,-4.298447548783477
23528,0.8,1,1.0,42915,55,-1,4,143.0,-0.3,-3.298447548783477
23529,1.0,1,1.0,42915,55,-1,5,144.0,-0.5,-2.298447548783477
23530,0.4,1,1.0,42915,55,-1,6,145.0,0.0999999999999999,-1.2984475487834768
23531,1.0,1,1.0,42915,55,-1,7,146.0,-0.5,-0.2984475487834768
23532,0.6,1,1.0,42915,55,-1,8,147.0,-0.0999999999999999,0.7015524512165232
23533,0.2,1,1.0,42915,55,-1,9,148.0,0.3,1.7015524512165232
23534,0.4,1,1.0,42915,55,-1,10,149.0,0.0999999999999999,2.701552451216523
23535,0.8,1,1.0,42915,55,-1,11,150.0,-0.3,3.701552451216523
23536,0.8,1,1.0,42915,55,-1,12,151.0,-0.3,4.701552451216523
23537,0.8,1,1.0,42915,55,-1,13,152.0,-0.3,5.701552451216523
23538,1.0,1,1.0,42915,55,-1,14,153.0,-0.5,6.701552451216523
23539,1.0,1,1.0,42915,55,-1,15,154.0,-0.5,7.701552451216523
23540,1.0,1,1.0,42915,55,-1,16,155.0,-0.5,8.701552451216523
23541,0.2,1,1.0,42915,55,-1,17,156.0,0.3,9.701552451216523
23542,1.0,2,0.0,42915,55,-1,18,157.0,0.5,10.701552451216523
23543,0.2,2,0.0,42915,55,-1,19,158.0,-0.3,11.701552451216523
23544,0.0,2,0.0,42915,55,-1,20,159.0,-0.5,12.701552451216523
23545,0.8,1,1.0,42915,55,-1,21,160.0,-0.3,13.701552451216523
23546,0.8,2,1.0,42915,55,1,0,161.0,0.3,-7.298447548783477
23547,1.0,2,1.0,42915,55,1,1,162.0,0.5,-6.298447548783477
23548,1.0,2,1.0,42915,55,1,2,163.0,0.5,-5.298447548783477
23549,0.0,2,1.0,42915,55,1,3,164.0,-0.5,-4.298447548783477
23550,0.2,1,0.0,42915,55,1,4,165.0,0.3,-3.298447548783477
23551,0.6,1,0.0,42915,55,1,5,166.0,-0.0999999999999999,-2.298447548783477
23552,0.4,1,0.0,42915,55,1,6,167.0,0.0999999999999999,-1.2984475487834768
23553,0.6,1,0.0,42915,55,1,7,168.0,-0.0999999999999999,-0.2984475487834768
23554,0.0,1,0.0,42915,55,1,8,169.0,0.5,0.7015524512165232
23555,0.6,2,1.0,42915,55,1,9,170.0,0.0999999999999999,1.7015524512165232
23556,0.6,2,1.0,42915,55,1,10,171.0,0.0999999999999999,2.701552451216523
23557,0.6,2,1.0,42915,55,1,11,172.0,0.0999999999999999,3.701552451216523
23558,0.0,2,1.0,42915,55,1,12,173.0,-0.5,4.701552451216523
23559,0.8,1,1.0,42915,55,1,0,174.0,-0.3,-7.298447548783477
23560,0.8,1,1.0,42915,55,1,1,175.0,-0.3,-6.298447548783477
23561,0.4,1,1.0,42915,55,1,2,176.0,0.0999999999999999,-5.298447548783477
23562,0.6,1,1.0,42915,55,1,3,177.0,-0.0999999999999999,-4.298447548783477
23563,0.4,1,1.0,42915,55,1,4,178.0,0.0999999999999999,-3.298447548783477
23564,1.0,1,1.0,42915,55,1,5,179.0,-0.5,-2.298447548783477
23565,0.6,1,1.0,42915,55,1,6,180.0,-0.0999999999999999,-1.2984475487834768
23566,1.0,1,1.0,42915,55,1,7,181.0,-0.5,-0.2984475487834768
23567,0.8,1,1.0,42915,55,1,8,182.0,-0.3,0.7015524512165232
23568,0.8,1,1.0,42915,55,1,9,183.0,-0.3,1.7015524512165232
23569,0.6,1,1.0,42915,55,1,10,184.0,-0.0999999999999999,2.701552451216523
23570,0.8,1,1.0,42915,55,1,11,185.0,-0.3,3.701552451216523
